label,title_prop_past_mean,title_prop_past_median,title_prop_past_std,title_prop_present_mean,title_prop_present_median,title_prop_present_std,title_prop_future_mean,title_prop_future_median,title_prop_future_std,title_entropy_mean,title_entropy_median,title_entropy_std,title_shift_rate_mean,title_shift_rate_median,title_shift_rate_std,title_aspect_simple_mean,title_aspect_simple_median,title_aspect_simple_std,title_aspect_progressive_mean,title_aspect_progressive_median,title_aspect_progressive_std,title_aspect_perfect_mean,title_aspect_perfect_median,title_aspect_perfect_std,title_aspect_perfect_progressive_mean,title_aspect_perfect_progressive_median,title_aspect_perfect_progressive_std,lead_prop_past_mean,lead_prop_past_median,lead_prop_past_std,lead_prop_present_mean,lead_prop_present_median,lead_prop_present_std,lead_prop_future_mean,lead_prop_future_median,lead_prop_future_std,lead_entropy_mean,lead_entropy_median,lead_entropy_std,lead_shift_rate_mean,lead_shift_rate_median,lead_shift_rate_std,lead_aspect_simple_mean,lead_aspect_simple_median,lead_aspect_simple_std,lead_aspect_progressive_mean,lead_aspect_progressive_median,lead_aspect_progressive_std,lead_aspect_perfect_mean,lead_aspect_perfect_median,lead_aspect_perfect_std,lead_aspect_perfect_progressive_mean,lead_aspect_perfect_progressive_median,lead_aspect_perfect_progressive_std,body_prop_past_mean,body_prop_past_median,body_prop_past_std,body_prop_present_mean,body_prop_present_median,body_prop_present_std,body_prop_future_mean,body_prop_future_median,body_prop_future_std,body_entropy_mean,body_entropy_median,body_entropy_std,body_shift_rate_mean,body_shift_rate_median,body_shift_rate_std,body_aspect_simple_mean,body_aspect_simple_median,body_aspect_simple_std,body_aspect_progressive_mean,body_aspect_progressive_median,body_aspect_progressive_std,body_aspect_perfect_mean,body_aspect_perfect_median,body_aspect_perfect_std,body_aspect_perfect_progressive_mean,body_aspect_perfect_progressive_median,body_aspect_perfect_progressive_std,art_prop_past_mean,art_prop_past_median,art_prop_past_std,art_prop_present_mean,art_prop_present_median,art_prop_present_std,art_prop_future_mean,art_prop_future_median,art_prop_future_std,art_entropy_mean,art_entropy_median,art_entropy_std,art_shift_rate_mean,art_shift_rate_median,art_shift_rate_std,art_aspect_simple_mean,art_aspect_simple_median,art_aspect_simple_std,art_aspect_progressive_mean,art_aspect_progressive_median,art_aspect_progressive_std,art_aspect_perfect_mean,art_aspect_perfect_median,art_aspect_perfect_std,art_aspect_perfect_progressive_mean,art_aspect_perfect_progressive_median,art_aspect_perfect_progressive_std,align_title_body_mean,align_title_body_median,align_title_body_std,align_lead_body_mean,align_lead_body_median,align_lead_body_std,align_title_lead_mean,align_title_lead_median,align_title_lead_std
fake,0.20620591997845442,0.0,0.33115268094750305,0.651461347396859,1.0,0.41009843498744025,0.023629127110370483,0.0,0.11996646147827628,0.17317666309839722,-1.000088900581841e-12,0.29478790911914826,0.0,0.0,0.0,0.844582496970156,1.0,0.3461857142433785,0.02666712429934858,0.0,0.1318634310877615,0.009361902237034793,0.0,0.08008670118010408,0.000684870979144574,0.0,0.023472585042555724,0.3775895096794225,0.37119815668202766,0.18738303936399742,0.6054405775174977,0.6111111111111112,0.1848960862839933,0.016704801456314276,0.0,0.0424448112741925,0.6257819379649152,0.6615632381559821,0.17523371552503544,0.4153300636267232,0.5,0.38412214392617433,0.9136937460945507,0.9285714285714286,0.09289214002155986,0.038507951030799195,0.0,0.061428525213232305,0.04309396158751198,0.0,0.06675948536427334,0.00443922994037261,0.0,0.020913696376525452,0.32706541036936804,0.325,0.1533069890023892,0.6152368880042555,0.6408108847258307,0.1823581656934309,0.020118168222346824,0.0,0.03332673195917536,0.6407860850572319,0.678209393901313,0.1862057984719551,0.3683793015947127,0.375,0.23047740169604478,0.8969537135259509,0.9375,0.18526903174076143,0.03012454726210567,0.022988505747126436,0.036273577429513225,0.033339935133460494,0.024390243902439025,0.0401011956557723,0.002002270674453285,0.0,0.009130977179662596,0.35071844349897224,0.3448275862068966,0.12555876496807716,0.6296069921898111,0.6349206349206349,0.12174747453347183,0.019674564311216697,0.012658227848101266,0.02712298993576676,0.6845818591399426,0.6881083766331998,0.10704817142790192,0.39786164687847064,0.4,0.19359686228123602,0.9280305970134326,0.9333333333333333,0.04563618540051824,0.03308017820367361,0.027777777777777776,0.030155222160686706,0.036304241453277764,0.030303030303030304,0.03345923406711681,0.0025849833296160336,0.0,0.007643601271750535,0.7180341517942643,0.7058823529411764,0.38088522048395207,0.36928668553780297,0.30056357649442755,0.2780034347902243,0.7462209999580639,0.75,0.4103433336708576
real,0.1305801282051282,0.0,0.2855388311444056,0.7704094551282051,1.0,0.37263696243035005,0.022231570512820514,0.0,0.12142698911740665,0.10830456540159238,-1.000088900581841e-12,0.2490452254451179,0.0,0.0,0.0,0.9148461538461539,1.0,0.27520021058524663,0.003000801282051282,0.0,0.04637046288643971,0.005302083333333333,0.0,0.06251901825329834,7.211538461538462e-05,0.0,0.007752021823014404,0.49389717021001117,0.5,0.19154084135043573,0.4783570388165711,0.5,0.18580319702791703,0.02774579097341768,0.0,0.06300342503010876,0.6738722866844709,0.6730116670072565,0.16937264460659981,0.4112019230769231,0.5,0.4131935126362827,0.9211812374390449,0.9333333333333333,0.09194798628491216,0.023383111430605945,0.0,0.05084590215813381,0.053603696710055625,0.0,0.07707419979713333,0.0018319544202935302,0.0,0.013427231028282817,0.4063908402163205,0.4367816091954023,0.2197193883982343,0.4306836540101303,0.4878048780487805,0.22392764229252057,0.0213389673120107,0.0,0.04753447478752536,0.6092274133399621,0.6909233093118181,0.2855009415111282,0.35138432338069875,0.3870967741935484,0.2614649155973245,0.7790775005029661,0.9054054054054054,0.3243953898130483,0.019771244313433082,0.0,0.03792781441524657,0.057368829597094606,0.047619047619047616,0.06503950358072716,0.0021958871249677446,0.0,0.011457031765675467,0.4782351408172386,0.4666666666666667,0.13928089669606303,0.4947811872970568,0.5,0.13325729271634093,0.02698367188570455,0.012987012987012988,0.043412179513957906,0.7325410505929503,0.7201268509975589,0.11666250047607582,0.42362269050464596,0.43478260869565216,0.2431322831081025,0.9148405905582555,0.9196428571428571,0.059933956332249405,0.0230127590784778,0.014388489208633094,0.032814900114471704,0.059928203716464505,0.05514526201466196,0.04976089665610714,0.002218446646802128,0.0,0.008819158305349625,0.8988973587127443,1.0,0.3494567940167666,0.4377599959647845,0.3354650212487741,0.3321664917275823,0.9105403872815856,0.9333333333333333,0.4065217483279518
