label,coherence_emb_mean,coherence_emb_median,coherence_emb_std,coherence_emb_std_mean,coherence_emb_std_median,coherence_emb_std_std,coherence_emb_min_mean,coherence_emb_min_median,coherence_emb_min_std,coherence_ent_rep_mean,coherence_ent_rep_median,coherence_ent_rep_std,coherence_ent_unique_mean,coherence_ent_unique_median,coherence_ent_unique_std,coherence_ent_ss_mean,coherence_ent_ss_median,coherence_ent_ss_std,coherence_ent_so_mean,coherence_ent_so_median,coherence_ent_so_std
fake,0.3371964892890132,0.32859448591868085,0.08215753443954828,0.1520098503192994,0.15392414661582002,0.04384605595035173,0.09557330261560182,0.07173188030719757,0.1133704905056949,0.1984289661580074,0.1956521739130435,0.09868049715237127,0.6895675809114646,0.6842105263157895,0.1349115104336845,0.1703527178985162,0.0,0.2643101384204234,0.05794177464775839,0.0,0.15014727873173248
real,0.3478445755459343,0.3414300422938097,0.0913019063099841,0.13541439643976835,0.14234570978570324,0.05427097195222823,0.12724397706987822,0.09464284032583237,0.14184475217902234,0.19364424081630954,0.1951219512195122,0.09891354440687294,0.7063988450245263,0.7058823529411765,0.15617951213932918,0.1240622837667993,0.0,0.2213256404976429,0.047200194605576486,0.0,0.12377465719557533
