label,art_adv_present_mean,art_adv_present_median,art_adv_present_std,art_adv_past_mean,art_adv_past_median,art_adv_past_std,art_adv_future_mean,art_adv_future_median,art_adv_future_std,art_adv_total_mean,art_adv_total_median,art_adv_total_std,art_adv_ratio_present_mean,art_adv_ratio_present_median,art_adv_ratio_present_std,art_adv_ratio_past_mean,art_adv_ratio_past_median,art_adv_ratio_past_std,art_adv_ratio_future_mean,art_adv_ratio_future_median,art_adv_ratio_future_std,title_adv_present_mean,title_adv_present_median,title_adv_present_std,title_adv_past_mean,title_adv_past_median,title_adv_past_std,title_adv_future_mean,title_adv_future_median,title_adv_future_std,title_adv_total_mean,title_adv_total_median,title_adv_total_std,title_adv_ratio_present_mean,title_adv_ratio_present_median,title_adv_ratio_present_std,title_adv_ratio_past_mean,title_adv_ratio_past_median,title_adv_ratio_past_std,title_adv_ratio_future_mean,title_adv_ratio_future_median,title_adv_ratio_future_std,lead_adv_present_mean,lead_adv_present_median,lead_adv_present_std,lead_adv_past_mean,lead_adv_past_median,lead_adv_past_std,lead_adv_future_mean,lead_adv_future_median,lead_adv_future_std,lead_adv_total_mean,lead_adv_total_median,lead_adv_total_std,lead_adv_ratio_present_mean,lead_adv_ratio_present_median,lead_adv_ratio_present_std,lead_adv_ratio_past_mean,lead_adv_ratio_past_median,lead_adv_ratio_past_std,lead_adv_ratio_future_mean,lead_adv_ratio_future_median,lead_adv_ratio_future_std,body_adv_present_mean,body_adv_present_median,body_adv_present_std,body_adv_past_mean,body_adv_past_median,body_adv_past_std,body_adv_future_mean,body_adv_future_median,body_adv_future_std,body_adv_total_mean,body_adv_total_median,body_adv_total_std,body_adv_ratio_present_mean,body_adv_ratio_present_median,body_adv_ratio_present_std,body_adv_ratio_past_mean,body_adv_ratio_past_median,body_adv_ratio_past_std,body_adv_ratio_future_mean,body_adv_ratio_future_median,body_adv_ratio_future_std,abs_date_count_mean,abs_date_count_median,abs_date_count_std,abs_future_ratio_mean,abs_future_ratio_median,abs_future_ratio_std,temporal_incons_mean,temporal_incons_median,temporal_incons_std,conn_total_mean,conn_total_median,conn_total_std,conn_density_mean,conn_density_median,conn_density_std,conn_diversity_mean,conn_diversity_median,conn_diversity_std,conn_before_mean,conn_before_median,conn_before_std,conn_after_mean,conn_after_median,conn_after_std,conn_later_mean,conn_later_median,conn_later_std,conn_subsequently_mean,conn_subsequently_median,conn_subsequently_std,conn_eventually_mean,conn_eventually_median,conn_eventually_std,conn_previously_mean,conn_previously_median,conn_previously_std,conn_earlier_mean,conn_earlier_median,conn_earlier_std,conn_formerly_mean,conn_formerly_median,conn_formerly_std,conn_then_mean,conn_then_median,conn_then_std,conn_next_mean,conn_next_median,conn_next_std,conn_meanwhile_mean,conn_meanwhile_median,conn_meanwhile_std,conn_simultaneously_mean,conn_simultaneously_median,conn_simultaneously_std,event_misalignment_mean,event_misalignment_median,event_misalignment_std
fake,1.2248269243950922,1.0,1.481874949162853,0.34889300157653025,0.0,0.7064343815032345,0.12790458564672014,0.0,0.3949338175721095,1.7016245116183426,1.0,1.8656950174691267,0.5235432021822384,0.5,0.4447077795922861,0.14486499507097958,0.0,0.2871745169421577,0.055493372422565114,0.0,0.1862391149428495,0.01967235588457057,0.0,0.13986019544785003,0.00363287408321338,0.0,0.06016580786529644,0.0013708958804578791,0.0,0.037001491460901155,0.024676125848241828,0.0,0.15733518164751842,0.019432449105490437,0.0,0.13785761896451926,0.003564329289190486,0.0,0.05930930417416319,0.0013366234834464323,0.0,0.0363013918510064,0.34368359723079034,0.0,0.6203947660299517,0.11556652272259922,0.0,0.3558391876495284,0.028994447871684145,0.0,0.17499566145867224,0.4882445678250737,0.0,0.7691096212502643,0.2549363675828821,0.0,0.4223417517255578,0.08216692942171042,0.0,0.2552343360103113,0.022139968469394748,0.0,0.13854915951039876,0.8614709712797313,0.0,1.2882755991089123,0.22969360477071765,0.0,0.5785736891168074,0.0975392418945781,0.0,0.3453837589755507,1.188703817945027,1.0,1.6306441788373793,0.42288764916560634,0.0,0.45890850310741743,0.10779719725344551,0.0,0.26498471747020624,0.04892993183853945,0.0,0.18490303156801802,0.4688463911165947,0.0,2.010479309876188,0.00830075977655078,0.0,0.08745202861215708,0.03996161491534718,0.0,0.5503010604161778,2.2784289533209954,2.0,2.414581617297792,0.509504738254638,0.4291845493562232,0.45284165344055355,1.5445883885118925,1.0,1.2193667657364504,0.404003015970937,0.0,0.7859301468758222,0.8743573925560354,1.0,1.2077433056234492,0.12296936047707177,0.0,0.41820652036184913,0.00726574816642676,0.0,0.12425534452331442,0.030159709370073343,0.0,0.1811537468631209,0.047501542257865514,0.0,0.24168109127041715,0.0839673726780451,0.0,0.3069146425046434,0.006306121050106244,0.0,0.09418951197808897,0.5057920350949345,0.0,0.9114465918765248,0.16375351292069368,0.0,0.4711146972528826,0.027075193639043114,0.0,0.1672994951981065,0.005277949139762835,0.0,0.07615016891433178,0.02940235963435942,0.0,0.10774755623595063
real,0.8908592526292235,1.0,1.1765082009736718,0.6777802640411725,0.0,0.9414173014310317,0.27690758558961737,0.0,0.6074275668962779,1.8455471022600134,1.0,1.817468546865175,0.35042547160330784,0.25,0.39420540113578073,0.2830298482968263,0.0,0.3693404226794922,0.11195752413656307,0.0,0.2540617722671085,0.006265383754754978,0.0,0.07890802897078435,0.0010069366748713358,0.0,0.03171717245914156,0.007496084135153278,0.0,0.08690337845827616,0.014768404564779593,0.0,0.1210908787068962,0.006265383754754978,0.0,0.07890802897078435,0.0010069366748713358,0.0,0.03171717245914156,0.007440143208771537,0.0,0.08593718992827433,0.153501901991497,0.0,0.4001951119201421,0.13174088162899977,0.0,0.3637220350926724,0.07831729693443723,0.0,0.28816815062963314,0.363560080554934,0.0,0.6188743689618728,0.12502610576564482,0.0,0.31959105950714,0.10939434623704035,0.0,0.30156073051483306,0.06469568136048333,0.0,0.23783685881260885,0.7310919668829716,0.0,1.0748324724836182,0.5450324457373014,0.0,0.8457792825267181,0.19109420452002684,0.0,0.48618521880570675,1.4672186171402999,1.0,1.651848553136026,0.31659838026894416,0.0,0.39881216142126996,0.2515315086786613,0.0,0.36814473669573267,0.08486854470645587,0.0,0.22861700327478773,0.15719400313269188,0.0,0.5499540909611228,0.027074076441943973,0.0,0.1594449345935081,0.16301185947639293,0.0,0.4439481757372869,2.4679458491832627,2.0,2.285186506401508,0.5950418114140078,0.5,0.5387836320363064,1.6824793018572388,2.0,1.2621604857858797,0.42492727679570375,0.0,0.7656343375051734,1.075352427836205,1.0,1.2773990243444129,0.15920787648243456,0.0,0.4373406208655626,0.005985679122846275,0.0,0.07928333975516655,0.02539718057731036,0.0,0.1649699578529629,0.07602371895278585,0.0,0.2902310404418893,0.19713582456925488,0.0,0.4720609984418923,0.007831729693443723,0.0,0.0887846637808619,0.18303871112105616,0.0,0.49382748536160753,0.29217945849183263,0.0,0.6591771385937125,0.018012978294920563,0.0,0.14195435511617638,0.002852987245468785,0.0,0.05333860573323381,0.03897868427018586,0.0,0.11971056401753036
